fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
2022-04-19,Buenos Aires,Mujer,,,No,No,No,Si,No,No,No,No,No,No,No,No,,
2022-04-19,Cordoba,Mujer,20.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,42.0,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,31.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,22.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Salta,Mujer,20.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,27.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Jujuy,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,29.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,36.0,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2022-04-19,Buenos Aires,Mujer,38.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,60.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,30.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,17.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,47.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,22.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,60.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2022-04-19,Buenos Aires,Mujer,47.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,42.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,60.0,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Superior jerarquico,Varon
2022-04-19,Buenos Aires,Mujer,47.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,40.0,Argentina,No,Si,No,Si,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,39.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,,,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
2022-04-19,Buenos Aires,Mujer,36.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Buenos Aires,Mujer,26.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,35.0,Venezolana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,49.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,40.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,26.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Buenos Aires,Mujer,26.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,19.0,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,41.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,9.0,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,49.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,,24.0,,Si,No,No,No,No,No,No,No,No,Si,No,No,Otro,
2022-04-19,Ciudad Autónoma de Buenos Aires,,50.0,,No,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,57.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2022-04-19,Ciudad Autónoma de Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,33.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Salta,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Cordoba,Mujer,38.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,,Paraguaya,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Santa Fe,Mujer,49.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2022-04-20,Salta,Mujer,30.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,28.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,,
2022-04-20,Cordoba,Mujer,32.0,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,,
2022-04-20,San Luis,Mujer,43.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,,
2022-04-20,San Luis,Mujer,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,
2022-04-20,Buenos Aires,Mujer,36.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,19.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2022-04-20,Buenos Aires,Mujer,37.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,31.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,32.0,,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Entre Ríos,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Mendoza,Mujer,50.0,Argentina,No,Si,No,No,No,Si,Si,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,La Rioja,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Varon,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,La Pampa,Mujer,24.0,,Si,Si,No,No,No,Si,Si,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Entre Ríos,Mujer,36.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Cordoba,Mujer,17.0,,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Cordoba,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Santiago Del Estero,Mujer,31.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Chubut,Mujer,26.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Santa Fe,Mujer,43.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Jujuy,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,70.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer
2022-04-20,Buenos Aires,Mujer,39.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,38.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,33.0,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
2022-04-20,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,56.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,65.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer
2022-04-20,Buenos Aires,Mujer,22.0,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,17.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,30.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer
2022-04-20,Buenos Aires,Mujer,38.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,31.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,43.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,32.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,41.0,,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,25.0,,Si,Si,Si,No,No,No,Si,No,No,No,No,No,Otro,Otro
2022-04-20,Buenos Aires,Mujer,55.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Buenos Aires,Mujer,37.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,33.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Buenos Aires,Mujer,43.0,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,30.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
2022-04-20,Buenos Aires,Varon,64.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Mujer
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,32.0,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,Si,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,41.0,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,65.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,33.0,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,40.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,55.0,Argentina,Si,Si,No,No,No,No,No,Si,No,No,No,No,Otro,Mujer
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,18.0,Peruana,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Mujer
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,60.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,40.0,,No,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Mujer
2022-04-20,,Mujer,42.0,,No,Si,No,No,No,No,No,Si,No,No,No,No,Otro,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,31.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,39.0,Paraguaya,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,,Mujer,26.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,43.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,Mujer,17.0,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-20,Ciudad Autónoma de Buenos Aires,,23.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2022-04-21,Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,San Luis,Mujer,42.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,40.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2022-04-21,Chaco,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Chaco,Mujer,40.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Tucumán,Mujer,35.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Tucumán,Mujer,28.0,Argentina,No,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2022-04-21,Tucumán,Mujer,28.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
2022-04-21,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,
2022-04-21,Jujuy,Mujer,30.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
2022-04-21,San Luis,Mujer,33.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,20.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Corrientes,Mujer,37.0,,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,20.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Tucumán,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Cordoba,Mujer,26.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Río Negro,Mujer,19.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Entre Ríos,Mujer,,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,
2022-04-21,Jujuy,Mujer,25.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,31.0,Paraguaya,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,43.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Formosa,Mujer,29.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Santa Fe,Mujer,31.0,,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Formosa,Mujer,24.0,Argentina,Si,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Tucumán,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,43.0,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2022-04-21,Buenos Aires,Mujer,27.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,38.0,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,,,No,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,37.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,27.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,32.0,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,44.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,38.0,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,35.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2022-04-21,Buenos Aires,Mujer,30.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,19.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Varon,25.0,Argentina,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2022-04-21,Buenos Aires,Mujer,36.0,,No,No,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,19.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,24.0,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Buenos Aires,Mujer,27.0,Paraguaya,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,,40.0,Argentina,No,Si,No,Si,Si,No,No,Si,No,No,No,No,Otro,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,33.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
2022-04-21,Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,25.0,Brasileña,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,38.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Buenos Aires,Mujer,39.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,,
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,49.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,54.0,Argentina,No,Si,No,No,Si,No,No,Si,No,No,No,No,Otro,Mujer
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,23.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,51.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,25.0,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2022-04-21,Ciudad Autónoma de Buenos Aires,,,,No,Si,No,No,No,No,No,Si,No,No,No,No,Otro,
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,15.0,,No,Si,Si,No,No,No,No,No,No,No,No,Si,Padre o tutor,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,Mujer,39.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-21,Ciudad Autónoma de Buenos Aires,,38.0,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,,
2022-04-21,Ciudad Autónoma de Buenos Aires,,,Peruana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-22,Mendoza,Mujer,58.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2022-04-22,Tucumán,Mujer,46.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-22,Jujuy,Mujer,26.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-22,Buenos Aires,Mujer,40.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,,
2022-04-22,San Luis,Mujer,47.0,Chilena,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2022-04-22,Buenos Aires,Mujer,28.0,Peruana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
